Facility PK,FacilityName,Service Category,Service Type,BuildingNumber,PartnerType,PartnerTypeDetailed,Address,Address 2,Borough,Zipcode,Latitude,Longitude,Phone,AdditionalInfo,StartDate,EndDate,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Condoms (Male),FC2 (Female/Insertive Condoms),Lubricant,Facility Type,Website,Community Board,Council District,Census Tract,BIN,BBL,NTA
179359987,Community Health Action of Staten Island- Community Food Pantry,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Social Service,"166 Port Richmond Ave,n/a",,Staten Island,10302,40.637146300217,-74.133983031566,718-808-1824,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a clear plastic drawer located near the front door at this social service. Last Updated: 6/8/2022 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.face,19000101000000.000000000,19000101000000.000000000,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,true,true,true,,"""http://chasiny.org""",501,49,20700,5025377,5010770048,SI28
179360230,LAMD Walk-In Urgent Care,Free Safer Sex Products,Condoms and Lubricant,,Private Practice,Physician,"6506 Roosevelt Avenue,1",,Queens,11377,40.746059649941,-73.898772202901,7186393603,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a condom dispenser located in front of the store on top of the desk at this physician. Last Updated: 5/7/2022 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=htt,19000101000000.000000000,19000101000000.000000000,9:00 AM - 4:00 PM,9:00 AM - 4:00 PM,9:00 AM - 4:00 PM,9:00 AM - 4:00 PM,9:00 AM - 4:00 PM,9:00 AM - 4:00 PM,,true,true,true,,,402,26,26300,4030207,4012980027,QN63
179359906,Black Hair Salon,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,1028 Rutland Road,,Brooklyn,11212,40.663124992903,-73.925658052784,(347) 720-5137,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,true,true,true,,,317,41,88400,3099991,3046130008,BK96
179359877,BACK TO SCHOOL BLOCK PARTY,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,MARCY AVE BETWEEN GATES & LEXINGTON AVES,,Brooklyn,0,0,0,(718) 773-6886,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,,,,,3,
179359846,Adult Primary Care Clinic at NYC H+H Bellevue,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Clinical Facility,"462 1 Avenue,Ambulatory Care Building (2nd floor Desk 2B)",,Manhattan,10016,40.739165956814,-73.976861739039,(212) 562-4141,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser/fishbowl located in the waiting room/reception on 4th floor at this clinical facility. Last Updated: 1/31/2020 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join ou,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,false,,"""https://www.nychealthandhospitals.org/bellevue/""",106,4,6200,1086515,1009620100,MN20
179360408,Scapelly Barber Shop,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Other,2447 Creston Avenue,,Bronx,10468,40.861525762524,-73.898812688364,(718) 295-5300,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,205,14,23703,2013910,2031730037,BX40
179360283,Milk and Honey (Formerly Island Tattoo),Free Safer Sex Products,Condoms and Lubricant,,Business,Tattoo Parlor,819 Castleton Avenue,,Staten Island,10310,40.634729335572,-74.109633219718,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the back at this tattoo parlor. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,true,false,false,,,501,49,10500,5106579,5001510076,SI35
179360377,Pyramid Club,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,101 Avenue A,,Manhattan,10009,40.725731519113,-73.983779075444,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the front near the entrance at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook,19000101000000.000000000,19000101000000.000000000,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,true,false,true,,,103,2,3200,1083477,1004340033,MN22
179359912,Bluestockings,Free Safer Sex Products,Condoms and Lubricant,,Business,Book Store,"116 Suffolk Street,n/a",,Manhattan,10002,40.71899341674,-73.98606787083,212-982-1633,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the cafe area and reading area at this book store. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebo,19000101000000.000000000,19000101000000.000000000,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,10:00 AM - 2:00 PM,,true,true,true,,,103,1,1402,1004167,1003480010,MN28
179359883,Barbershop Los John Paul Barbershop,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,3087 Fulton Street,,Brooklyn,11208,40.68114236659,-73.880894410678,(718) 647-8343,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,1:00 PM - 4:00 AM,true,true,true,,,305,37,117400,3087732,3039450002,BK83
179359937,Bronx Park Family Practice,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,570 WEST 204th STREET,,Manhattan,10034,40.864554499196,-73.921549049143,(212) 567-3777,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,true,true,true,,,112,10,29100,1064770,1022210022,MN01
179359925,Boulevard Barber Shop Corp.,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Other,1086 Southern Boulevard,,Bronx,10459,40.825648508032,-73.891911858351,(718) 542-8264,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,202,17,12701,2006029,2027440011,BX27
179360380,Quick RX 2nd Ave,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,2355 Second Avenue,,Manhattan,10035,40.799899924114,-73.935614403723,(212) 426-7151,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,111,8,19400,1054591,1017850028,MN34
179360288,ModernMD Urgent Care - Flatbush,Free Safer Sex Products,Condoms and Lubricant,,Private Practice,Other,916 Flatbush Avenue,,Brooklyn,11226,40.649469844685,-73.95849598917,(646) 604-8140,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a plastic container located front desk at this location.Last Updated: 3/25/2021 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom,19000101000000.000000000,19000101000000.000000000,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 AM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:30 AM - 6:30 PM,8:30 AM - 6:30 PM,true,false,true,,"""https://modernmduc.com/vaccine/""",314,40,51002,3117160,3051020028,BK42
179360216,Kingsbrook Jewish Medical Center,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Clinical Facility,"585 Schenectady Avenue,DMRI building/3rd fl/room 326A",,Brooklyn,11203,40.659314921706,-73.934110682154,718-363-6911,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a bowl located at the front desk at this clinical facility. Last Updated: 6/21/2022 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCco,19000101000000.000000000,19000101000000.000000000,8:00 AM - 4:30 PM,8:00 AM - 4:30 PM,8:00 AM - 8:00 AM,8:00 AM - 4:30 PM,8:00 AM - 4:30 PM,,,true,true,true,,,309,41,87800,3327565,3046020005,BK60
179360104,Flow Barber Shop,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Other,868 E. Tremont Avenue,,Bronx,10460,40.842948553498,-73.886173139077,(718) 536-8447,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,206,17,36502,2010157,2029600066,BX17
179360207,Julius,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,159 West 10 Street,,Manhattan,10014,40.734444539463,-74.001659832008,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser/ fishbowl located at the bar and dispenser near the window at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.co,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,true,,,102,3,7300,1010833,1006110030,MN23
179360162,Hilam Barbershop,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,289 Buffalo Avenue,,Brooklyn,11213,40.669037159946,-73.925525270445,(347) 755-7893,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,true,true,true,,,308,41,35900,3037414,3013930001,BK61
179360260,M Reyes Barber Shop,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,186 East 104 Street,,Manhattan,10029,40.790408457781,-73.946031604235,(212) 860-9632,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,111,8,16600,1051952,1016310140,MN33
179359911,Blue Ruin Bar,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,538 9 Avenue,,Manhattan,10018,40.756945935849,-73.993690499481,(917) 504-5052,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,104,3,11500,1013697,1007630073,MN15
179360425,Stage 48,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,605 West 48 Street,,Manhattan,10036,40.764782321065,-73.995902672239,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located near the women's restroom at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook commu,19000101000000.000000000,19000101000000.000000000,11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,5:00 PM - 4:00 AM,,true,true,true,,,104,3,12900,1027129,1010960026,MN15
179360011,Darlyn Unisex Corp.,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Other,1710 University Avenue,,Bronx,10453,40.848580466203,-73.918058236211,(347) 270-3486,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,205,14,21502,2008833,2028760102,BX36
179359838,A Gusto Cafe Thai Bistro Wine Bar,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,1450 Fulton Street,,Brooklyn,11216,40.680001400529,-73.942624085299,(347) 533-9961,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,true,true,true,,,303,36,27100,3053802,3018630021,BK61
179360084,E-Z Fix Wireless,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,772 East 80 Street,,Brooklyn,11236,40.635737304159,-73.913553864282,(718) 513-3437,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,318,46,95000,3224225,3080000001,BK50
179360100,Fitrition,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Other,30-09 Steinway St.,,Queens,11103,40.763348656106,-73.91541997354,(718) 440-9268,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,401,22,14900,4011253,4006800046,QN70
179359853,Ajanta Pharmacy,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,2718 Frederick Douglass Boulevard,,Manhattan,0,0,0,(212) 283-6228,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,true,true,true,,,,,,,1,
179360431,Subway,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,273 Utica Avenue,,Brooklyn,11213,40.669224528763,-73.93106922702,(347) 557-9386,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,true,true,true,,,308,41,34900,3037346,3013910001,BK61
179360407,Sb Pharmacy,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,27 East 124 Street,,Manhattan,10035,40.805211416395,-73.941500715603,(212) 534-2849,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,111,9,19800,1054005,1017490016,MN34
179360458,The Charleston,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,174 Bedford Avenue,,Brooklyn,11249,40.718061397734,-73.957489924582,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located by the atm at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,12:00 PM - 4:00 PM,12:00 PM - 4:00 PM,12:00 PM - 4:00 PM,12:00 PM - 4:00 PM,12:00 PM - 4:00 PM,12:00 PM - 4:00 PM,12:00 PM - 4:00 PM,true,false,true,,,301,33,55300,3061926,3023190022,BK73
179359936,Bronx Neighborhood Health Action Center,Free Safer Sex Products,Condoms and Lubricant,,Government,Government Agency,"1826 Arthur Avenue,133",,Bronx,10457,40.84407633548,-73.894480484261,(718) 508-0603,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the lobby at this government agency. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community,19000101000000.000000000,19000101000000.000000000,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,true,true,false,,"""https://www1.nyc.gov/site/doh/health/neighborhood-health/neighborhood-health-action-centers.page""",206,17,36901,2009891,2029450018,BX17
179360278,"Metropolitan Church of New York Charities, Inc.",Free Safer Sex Products,Condoms and Lubricant,,Faith-Based Organization,Community Center,446 West 36 Street,,Manhattan,10018,40.755502336101,-73.997386739707,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the front near the entrance at this community center. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Fac,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,false,,,104,3,11100,1012876,1007330062,MN13
179360010,D'Antonia (Formerly Karipa Unisex/George's),Free Safer Sex Products,Condoms and Lubricant,,Business,Beauty Salon,1195 Walton Avenue,,Bronx,10452,40.834114351887,-73.920038392315,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the front near the entrance at this beauty salon. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebo,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,false,,,204,16,19700,2002959,2024790024,BX63
179360062,EL Duque Barbershop,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,101 East 169 Street,,Bronx,10452,40.837043975748,-73.917552095885,347-586-7695,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the front near the entrance at this barbershop. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook,19000101000000.000000000,19000101000000.000000000,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,true,false,false,,,204,16,22102,2008034,2028390039,BX63
179360515,West Bronx Housing,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Housing,"220 East 204 Street,Walk-in",,Bronx,10458,40.87444925528,-73.885572995062,718-798-0929,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a clear plastic/glass bowls located located on a shelf in front of the reception desk in the waiting area. at this housing. Last Updated: 6/27/2022 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website,19000101000000.000000000,19000101000000.000000000,10:00 AM - 4:00 PM,10:00 AM - 4:00 PM,10:00 AM - 4:00 PM,10:00 AM - 4:00 PM,10:00 AM - 4:00 PM,,,true,false,false,,,207,11,41300,2017268,2033090010,BX05
179360155,Headz Ain't Ready,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,"81-13 37 Avenue,Ground",,Queens,11372,40.749675273268,-73.885023001125,(718) 429-6841,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this barbershop. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,403,25,28300,4029691,4012810038,QN28
179359952,Caribbean Sunshine Fruits,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,5714 Church Avenue,,Brooklyn,11203,40.652509510692,-73.923503993542,(347) 892-5200,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,true,true,true,,,317,41,93800,3343612,3047050007,BK96
179359835,39Th & 9Th Grocery Inc.,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,526 9 Avenue,,Manhattan,10018,40.75665774783,-73.993907099188,(646) 595-6718,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,104,3,11500,1013675,1007630002,MN15
179360076,Erin'S Pharmacy,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,360 East 4 Street,,Manhattan,10009,40.721432287948,-73.978191917348,(212) 677-7335,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,103,2,2601,1004392,1003730032,MN28
